"id","book_id","chapter","verse","alignment_num","orig_lang_words","target_lang_words","origSpan","origWords","origWordsTxt","alignmentOrigWords","targetSpan","targetWords","targetWordsTxt","alignmentTargetWords","alignmentTxt","frequency","origWordsBetween","targetWordsBetween"
"505796","act","7","22","7",",1488143,",",1277513,",0,"[{'id': 1488143, 'book_id': 'act', 'chapter': '7', 'verse': '22', 'word_num': 8, 'word': 'δυνατὸς', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NMS,'}]","δυνατὸς",1,0,"[{'id': 1277513, 'book_id': 'act', 'chapter': '7', 'verse': '22', 'word_num': 13, 'word': 'mighty', 'occurrence': 1}]","mighty",1,"δυνατὸς = mighty",0.10344827586206896,0,0
"509046","act","11","17","20",",1491478,",",1281887,1281888,1281889,",0,"[{'id': 1491478, 'book_id': 'act', 'chapter': '11', 'verse': '17', 'word_num': 21, 'word': 'δυνατὸς', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NMS,'}]","δυνατὸς",1,2,"[{'id': 1281887, 'book_id': 'act', 'chapter': '11', 'verse': '17', 'word_num': 24, 'word': 'that', 'occurrence': 1}, {'id': 1281888, 'book_id': 'act', 'chapter': '11', 'verse': '17', 'word_num': 25, 'word': 'I', 'occurrence': 2}, {'id': 1281889, 'book_id': 'act', 'chapter': '11', 'verse': '17', 'word_num': 26, 'word': 'could', 'occurrence': 1}]","that I could",3,"δυνατὸς = that I could",0.034482758620689655,0,0
"513558","act","18","24","16",",1496125,",",1288020,",0,"[{'id': 1496125, 'book_id': 'act', 'chapter': '18', 'verse': '24', 'word_num': 13, 'word': 'δυνατὸς', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NMS,'}]","δυνατὸς",1,0,"[{'id': 1288020, 'book_id': 'act', 'chapter': '18', 'verse': '24', 'word_num': 18, 'word': 'mighty', 'occurrence': 1}]","mighty",1,"δυνατὸς = mighty",0.10344827586206896,0,0
"514639","act","20","16","17",",1497251,",",1289486,",0,"[{'id': 1497251, 'book_id': 'act', 'chapter': '20', 'verse': '16', 'word_num': 18, 'word': 'δυνατὸν', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NNS,'}]","δυνατὸν",1,0,"[{'id': 1289486, 'book_id': 'act', 'chapter': '20', 'verse': '16', 'word_num': 27, 'word': 'possible', 'occurrence': 1}]","possible",1,"δυνατὸν = possible",0.13793103448275862,0,0
"517529","act","25","5","5",",1500210,",",1293473,1293474,1293475,",0,"[{'id': 1500210, 'book_id': 'act', 'chapter': '25', 'verse': '5', 'word_num': 5, 'word': 'δυνατοὶ', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NMP,'}]","δυνατοὶ",1,2,"[{'id': 1293473, 'book_id': 'act', 'chapter': '25', 'verse': '5', 'word_num': 6, 'word': 'who', 'occurrence': 1}, {'id': 1293474, 'book_id': 'act', 'chapter': '25', 'verse': '5', 'word_num': 7, 'word': 'are', 'occurrence': 1}, {'id': 1293475, 'book_id': 'act', 'chapter': '25', 'verse': '5', 'word_num': 8, 'word': 'leaders', 'occurrence': 1}]","who are leaders",3,"δυνατοὶ = who are leaders",0.034482758620689655,0,0
"521501","rom","4","21","6",",1504401,",",1299354,",0,"[{'id': 1504401, 'book_id': 'rom', 'chapter': '4', 'verse': '21', 'word_num': 5, 'word': 'δυνατός', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NMS,'}]","δυνατός",1,0,"[{'id': 1299354, 'book_id': 'rom', 'chapter': '4', 'verse': '21', 'word_num': 12, 'word': 'able', 'occurrence': 1}]","able",1,"δυνατός = able",0.10344827586206896,0,0
"523639","rom","9","22","9",",1506713,1506714,",",1302601,",1,"[{'id': 1506713, 'book_id': 'rom', 'chapter': '9', 'verse': '22', 'word_num': 10, 'word': 'τὸ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANS,'}, {'id': 1506714, 'book_id': 'rom', 'chapter': '9', 'verse': '22', 'word_num': 11, 'word': 'δυνατὸν', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,ANS,'}]","τὸ δυνατὸν",2,0,"[{'id': 1302601, 'book_id': 'rom', 'chapter': '9', 'verse': '22', 'word_num': 15, 'word': 'power', 'occurrence': 1}]","power",1,"τὸ δυνατὸν = power",0.034482758620689655,0,0
"524473","rom","11","23","12",",1507609,",",1303882,",0,"[{'id': 1507609, 'book_id': 'rom', 'chapter': '11', 'verse': '23', 'word_num': 8, 'word': 'δυνατὸς', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NMS,'}]","δυνατὸς",1,0,"[{'id': 1303882, 'book_id': 'rom', 'chapter': '11', 'verse': '23', 'word_num': 18, 'word': 'able', 'occurrence': 1}]","able",1,"δυνατὸς = able",0.10344827586206896,0,0
"524878","rom","12","18","1",",1508059,",",1304514,",0,"[{'id': 1508059, 'book_id': 'rom', 'chapter': '12', 'verse': '18', 'word_num': 1, 'word': 'δυνατόν', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NNS,'}]","δυνατόν",1,0,"[{'id': 1304514, 'book_id': 'rom', 'chapter': '12', 'verse': '18', 'word_num': 1, 'word': 'possible', 'occurrence': 1}]","possible",1,"δυνατόν = possible",0.034482758620689655,0,0
"525518","rom","15","1","2",",1508771,1508772,",",1305520,1305521,1305522,",1,"[{'id': 1508771, 'book_id': 'rom', 'chapter': '15', 'verse': '1', 'word_num': 3, 'word': 'οἱ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMP,'}, {'id': 1508772, 'book_id': 'rom', 'chapter': '15', 'verse': '1', 'word_num': 4, 'word': 'δυνατοὶ', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NMP,'}]","οἱ δυνατοὶ",2,2,"[{'id': 1305520, 'book_id': 'rom', 'chapter': '15', 'verse': '1', 'word_num': 2, 'word': 'who', 'occurrence': 1}, {'id': 1305521, 'book_id': 'rom', 'chapter': '15', 'verse': '1', 'word_num': 3, 'word': 'are', 'occurrence': 1}, {'id': 1305522, 'book_id': 'rom', 'chapter': '15', 'verse': '1', 'word_num': 4, 'word': 'strong', 'occurrence': 1}]","who are strong",3,"οἱ δυνατοὶ = who are strong",0.034482758620689655,0,0
"526808","1co","1","26","13",",1510160,",",1307394,1307395,",0,"[{'id': 1510160, 'book_id': '1co', 'chapter': '1', 'verse': '26', 'word_num': 14, 'word': 'δυνατοί', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NMP,'}]","δυνατοί",1,1,"[{'id': 1307394, 'book_id': '1co', 'chapter': '1', 'verse': '26', 'word_num': 18, 'word': 'were', 'occurrence': 2}, {'id': 1307395, 'book_id': '1co', 'chapter': '1', 'verse': '26', 'word_num': 19, 'word': 'powerful', 'occurrence': 1}]","were powerful",2,"δυνατοί = were powerful",0.034482758620689655,0,0
"536005","2co","10","4","9",",1519642,",",1320850,",0,"[{'id': 1519642, 'book_id': '2co', 'chapter': '10', 'verse': '4', 'word_num': 9, 'word': 'δυνατὰ', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NNP,'}]","δυνατὰ",1,0,"[{'id': 1320850, 'book_id': '2co', 'chapter': '10', 'verse': '4', 'word_num': 10, 'word': 'are', 'occurrence': 2}]","are",1,"δυνατὰ = are",0.034482758620689655,0,0
"536932","2co","12","10","20",",1520580,",",1322256,",0,"[{'id': 1520580, 'book_id': '2co', 'chapter': '12', 'verse': '10', 'word_num': 18, 'word': 'δυνατός', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NMS,'}]","δυνατός",1,0,"[{'id': 1322256, 'book_id': '2co', 'chapter': '12', 'verse': '10', 'word_num': 27, 'word': 'strong', 'occurrence': 1}]","strong",1,"δυνατός = strong",0.034482758620689655,0,0
"537318","2co","13","9","8",",1520958,",",1322828,",0,"[{'id': 1520958, 'book_id': '2co', 'chapter': '13', 'verse': '9', 'word_num': 7, 'word': 'δυνατοὶ', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NMP,'}]","δυνατοὶ",1,0,"[{'id': 1322828, 'book_id': '2co', 'chapter': '13', 'verse': '9', 'word_num': 10, 'word': 'strong', 'occurrence': 1}]","strong",1,"δυνατοὶ = strong",0.034482758620689655,0,0
"538728","gal","4","15","10",",1522446,",",1325036,",0,"[{'id': 1522446, 'book_id': 'gal', 'chapter': '4', 'verse': '15', 'word_num': 10, 'word': 'δυνατὸν', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NNS,'}]","δυνατὸν",1,0,"[{'id': 1325036, 'book_id': 'gal', 'chapter': '4', 'verse': '15', 'word_num': 13, 'word': 'possible', 'occurrence': 1}]","possible",1,"δυνατὸν = possible",0.13793103448275862,0,0
"548982","2ti","1","12","19",",1533003,",",1339456,",0,"[{'id': 1533003, 'book_id': '2ti', 'chapter': '1', 'verse': '12', 'word_num': 16, 'word': 'δυνατός', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NMS,'}]","δυνατός",1,0,"[{'id': 1339456, 'book_id': '2ti', 'chapter': '1', 'verse': '12', 'word_num': 27, 'word': 'able', 'occurrence': 1}]","able",1,"δυνατός = able",0.10344827586206896,0,0
"550123","tit","1","9","9",",1534153,",",1341060,",0,"[{'id': 1534153, 'book_id': 'tit', 'chapter': '1', 'verse': '9', 'word_num': 8, 'word': 'δυνατὸς', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NMS,'}]","δυνατὸς",1,0,"[{'id': 1341060, 'book_id': 'tit', 'chapter': '1', 'verse': '9', 'word_num': 20, 'word': 'able', 'occurrence': 1}]","able",1,"δυνατὸς = able",0.10344827586206896,0,0
"554561","heb","11","19","3",",1538794,",",1347739,1347740,",0,"[{'id': 1538794, 'book_id': 'heb', 'chapter': '11', 'verse': '19', 'word_num': 6, 'word': 'δυνατὸς', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NP,,,,NMS,'}]","δυνατὸς",1,1,"[{'id': 1347739, 'book_id': 'heb', 'chapter': '11', 'verse': '19', 'word_num': 4, 'word': 'was', 'occurrence': 1}, {'id': 1347740, 'book_id': 'heb', 'chapter': '11', 'verse': '19', 'word_num': 5, 'word': 'able', 'occurrence': 1}]","was able",2,"δυνατὸς = was able",0.034482758620689655,0,0
"556491","jas","3","2","14",",1540805,",",1350609,",0,"[{'id': 1540805, 'book_id': 'jas', 'chapter': '3', 'verse': '2', 'word_num': 13, 'word': 'δυνατὸς', 'occurrence': 1, 'strong': 'G14150', 'lemma': 'δυνατός', 'morph': 'Gr,NS,,,,NMS,'}]","δυνατὸς",1,0,"[{'id': 1350609, 'book_id': 'jas', 'chapter': '3', 'verse': '2', 'word_num': 19, 'word': 'able', 'occurrence': 1}]","able",1,"δυνατὸς = able",0.10344827586206896,0,0
