"id","book_id","chapter","verse","alignment_num","orig_lang_words","target_lang_words","origSpan","origWords","origWordsTxt","alignmentOrigWords","targetSpan","targetWords","targetWordsTxt","alignmentTargetWords","alignmentTxt","frequency","origWordsBetween","targetWordsBetween"
"470356","luk","2","51","18",",1451098,",",1229352,",0,"[{'id': 1451098, 'book_id': 'luk', 'chapter': '2', 'verse': '51', 'word_num': 19, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1229352, 'book_id': 'luk', 'chapter': '2', 'verse': '51', 'word_num': 21, 'word': 'things', 'occurrence': 1}]","things",1,"ῥήματα = things",0.015873015873015872,0,0
"470414","luk","3","2","5",",1451156,",",1229422,1229423,",0,"[{'id': 1451156, 'book_id': 'luk', 'chapter': '3', 'verse': '2', 'word_num': 6, 'word': 'ῥῆμα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,NNS,'}]","ῥῆμα",1,1,"[{'id': 1229422, 'book_id': 'luk', 'chapter': '3', 'verse': '2', 'word_num': 8, 'word': 'the', 'occurrence': 2}, {'id': 1229423, 'book_id': 'luk', 'chapter': '3', 'verse': '2', 'word_num': 9, 'word': 'word', 'occurrence': 1}]","the word",2,"ῥῆμα = the word",0.031746031746031744,0,0
"471799","luk","5","5","14",",1452565,1452566,",",1231252,",1,"[{'id': 1452565, 'book_id': 'luk', 'chapter': '5', 'verse': '5', 'word_num': 13, 'word': 'τῷ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,DNS,'}, {'id': 1452566, 'book_id': 'luk', 'chapter': '5', 'verse': '5', 'word_num': 14, 'word': 'ῥήματί', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,DNS,'}]","τῷ ῥήματί",2,0,"[{'id': 1231252, 'book_id': 'luk', 'chapter': '5', 'verse': '5', 'word_num': 18, 'word': 'word', 'occurrence': 1}]","word",1,"τῷ ῥήματί = word",0.015873015873015872,0,0
"473362","luk","7","1","4",",1454148,1454149,",",1233367,",1,"[{'id': 1454148, 'book_id': 'luk', 'chapter': '7', 'verse': '1', 'word_num': 3, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANP,'}, {'id': 1454149, 'book_id': 'luk', 'chapter': '7', 'verse': '1', 'word_num': 4, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","τὰ ῥήματα",2,0,"[{'id': 1233367, 'book_id': 'luk', 'chapter': '7', 'verse': '1', 'word_num': 6, 'word': 'words', 'occurrence': 1}]","words",1,"τὰ ῥήματα = words",0.07936507936507936,0,0
"476161","luk","9","45","4",",1456961,1456962,",",1237154,",1,"[{'id': 1456961, 'book_id': 'luk', 'chapter': '9', 'verse': '45', 'word_num': 3, 'word': 'τὸ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANS,'}, {'id': 1456962, 'book_id': 'luk', 'chapter': '9', 'verse': '45', 'word_num': 4, 'word': 'ῥῆμα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANS,'}]","τὸ ῥῆμα",2,0,"[{'id': 1237154, 'book_id': 'luk', 'chapter': '9', 'verse': '45', 'word_num': 6, 'word': 'statement', 'occurrence': 1}]","statement",1,"τὸ ῥῆμα = statement",0.015873015873015872,0,0
"476178","luk","9","45","21",",1456978,1456979,",",1237177,",1,"[{'id': 1456978, 'book_id': 'luk', 'chapter': '9', 'verse': '45', 'word_num': 20, 'word': 'τοῦ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,GNS,'}, {'id': 1456979, 'book_id': 'luk', 'chapter': '9', 'verse': '45', 'word_num': 21, 'word': 'ῥήματος', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,GNS,'}]","τοῦ ῥήματος",2,0,"[{'id': 1237177, 'book_id': 'luk', 'chapter': '9', 'verse': '45', 'word_num': 29, 'word': 'statement', 'occurrence': 2}]","statement",1,"τοῦ ῥήματος = statement",0.015873015873015872,0,0
"482690","luk","18","34","7",",1463633,1463634,",",1246104,",1,"[{'id': 1463633, 'book_id': 'luk', 'chapter': '18', 'verse': '34', 'word_num': 7, 'word': 'τὸ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NNS,'}, {'id': 1463634, 'book_id': 'luk', 'chapter': '18', 'verse': '34', 'word_num': 8, 'word': 'ῥῆμα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,NNS,'}]","τὸ ῥῆμα",2,0,"[{'id': 1246104, 'book_id': 'luk', 'chapter': '18', 'verse': '34', 'word_num': 9, 'word': 'word', 'occurrence': 1}]","word",1,"τὸ ῥῆμα = word",0.015873015873015872,0,0
"483961","luk","20","26","6",",1464911,",",1247911,1247912,1247913,",0,"[{'id': 1464911, 'book_id': 'luk', 'chapter': '20', 'verse': '26', 'word_num': 5, 'word': 'ῥήματος', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,GNS,'}]","ῥήματος",1,2,"[{'id': 1247911, 'book_id': 'luk', 'chapter': '20', 'verse': '26', 'word_num': 9, 'word': 'what', 'occurrence': 1}, {'id': 1247912, 'book_id': 'luk', 'chapter': '20', 'verse': '26', 'word_num': 10, 'word': 'he', 'occurrence': 1}, {'id': 1247913, 'book_id': 'luk', 'chapter': '20', 'verse': '26', 'word_num': 11, 'word': 'said', 'occurrence': 1}]","what he said",3,"ῥήματος = what he said",0.015873015873015872,0,0
"485766","luk","22","61","11",",1466730,",",1250385,",0,"[{'id': 1466730, 'book_id': 'luk', 'chapter': '22', 'verse': '61', 'word_num': 12, 'word': 'ῥήματος', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,GMS,'}]","ῥήματος",1,0,"[{'id': 1250385, 'book_id': 'luk', 'chapter': '22', 'verse': '61', 'word_num': 11, 'word': 'word', 'occurrence': 1}]","word",1,"ῥήματος = word",0.031746031746031744,0,0
"486847","luk","24","8","3",",1467820,1467821,",",1251796,",1,"[{'id': 1467820, 'book_id': 'luk', 'chapter': '24', 'verse': '8', 'word_num': 2, 'word': 'τῶν', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,GNP,'}, {'id': 1467821, 'book_id': 'luk', 'chapter': '24', 'verse': '8', 'word_num': 3, 'word': 'ῥημάτων', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,GNP,'}]","τῶν ῥημάτων",2,0,"[{'id': 1251796, 'book_id': 'luk', 'chapter': '24', 'verse': '8', 'word_num': 4, 'word': 'words', 'occurrence': 1}]","words",1,"τῶν ῥημάτων = words",0.031746031746031744,0,0
"486886","luk","24","11","2",",1467864,1467865,",",1251844,",1,"[{'id': 1467864, 'book_id': 'luk', 'chapter': '24', 'verse': '11', 'word_num': 6, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NNP,'}, {'id': 1467865, 'book_id': 'luk', 'chapter': '24', 'verse': '11', 'word_num': 7, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,NNP,'}]","τὰ ῥήματα",2,0,"[{'id': 1251844, 'book_id': 'luk', 'chapter': '24', 'verse': '11', 'word_num': 2, 'word': 'words', 'occurrence': 1}]","words",1,"τὰ ῥήματα = words",0.07936507936507936,0,0
"489253","jhn","3","34","6",",1470395,",",1254977,",0,"[{'id': 1470395, 'book_id': 'jhn', 'chapter': '3', 'verse': '34', 'word_num': 6, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1254977, 'book_id': 'jhn', 'chapter': '3', 'verse': '34', 'word_num': 9, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"490905","jhn","5","47","10",",1472197,",",1257204,",0,"[{'id': 1472197, 'book_id': 'jhn', 'chapter': '5', 'verse': '47', 'word_num': 10, 'word': 'ῥήμασιν', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,DNP,'}]","ῥήμασιν",1,0,"[{'id': 1257204, 'book_id': 'jhn', 'chapter': '5', 'verse': '47', 'word_num': 13, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήμασιν = words",0.015873015873015872,0,0
"491906","jhn","6","63","9",",1473299,",",1258560,",0,"[{'id': 1473299, 'book_id': 'jhn', 'chapter': '6', 'verse': '63', 'word_num': 11, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,NNP,'}]","ῥήματα",1,0,"[{'id': 1258560, 'book_id': 'jhn', 'chapter': '6', 'verse': '63', 'word_num': 12, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"491988","jhn","6","68","9",",1473389,",",1258674,",0,"[{'id': 1473389, 'book_id': 'jhn', 'chapter': '6', 'verse': '68', 'word_num': 8, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1258674, 'book_id': 'jhn', 'chapter': '6', 'verse': '68', 'word_num': 12, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"493007","jhn","8","20","2",",1474609,1474610,",",1260176,",1,"[{'id': 1474609, 'book_id': 'jhn', 'chapter': '8', 'verse': '20', 'word_num': 1, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANP,'}, {'id': 1474610, 'book_id': 'jhn', 'chapter': '8', 'verse': '20', 'word_num': 2, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","τὰ ῥήματα",2,0,"[{'id': 1260176, 'book_id': 'jhn', 'chapter': '8', 'verse': '20', 'word_num': 3, 'word': 'words', 'occurrence': 1}]","words",1,"τὰ ῥήματα = words",0.07936507936507936,0,0
"493482","jhn","8","47","5",",1475126,",",1260802,",0,"[{'id': 1475126, 'book_id': 'jhn', 'chapter': '8', 'verse': '47', 'word_num': 6, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1260802, 'book_id': 'jhn', 'chapter': '8', 'verse': '47', 'word_num': 7, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"494686","jhn","10","21","6",",1476402,",",1262422,",0,"[{'id': 1476402, 'book_id': 'jhn', 'chapter': '10', 'verse': '21', 'word_num': 4, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,NNP,'}]","ῥήματα",1,0,"[{'id': 1262422, 'book_id': 'jhn', 'chapter': '10', 'verse': '21', 'word_num': 6, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"496618","jhn","12","47","4",",1478491,1478492,",",1265038,",1,"[{'id': 1478491, 'book_id': 'jhn', 'chapter': '12', 'verse': '47', 'word_num': 5, 'word': 'τῶν', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,GNP,'}, {'id': 1478492, 'book_id': 'jhn', 'chapter': '12', 'verse': '47', 'word_num': 6, 'word': 'ῥημάτων', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,GNP,'}]","τῶν ῥημάτων",2,0,"[{'id': 1265038, 'book_id': 'jhn', 'chapter': '12', 'verse': '47', 'word_num': 4, 'word': 'words', 'occurrence': 1}]","words",1,"τῶν ῥημάτων = words",0.031746031746031744,0,0
"496646","jhn","12","48","7",",1478518,1478519,",",1265074,",1,"[{'id': 1478518, 'book_id': 'jhn', 'chapter': '12', 'verse': '48', 'word_num': 6, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANP,'}, {'id': 1478519, 'book_id': 'jhn', 'chapter': '12', 'verse': '48', 'word_num': 7, 'word': 'ῥήματά', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","τὰ ῥήματά",2,0,"[{'id': 1265074, 'book_id': 'jhn', 'chapter': '12', 'verse': '48', 'word_num': 11, 'word': 'words', 'occurrence': 1}]","words",1,"τὰ ῥήματά = words",0.031746031746031744,0,0
"497467","jhn","14","10","16",",1479400,",",1266222,",0,"[{'id': 1479400, 'book_id': 'jhn', 'chapter': '14', 'verse': '10', 'word_num': 14, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1266222, 'book_id': 'jhn', 'chapter': '14', 'verse': '10', 'word_num': 17, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"497972","jhn","15","7","6",",1479937,1479938,",",1266919,",1,"[{'id': 1479937, 'book_id': 'jhn', 'chapter': '15', 'verse': '7', 'word_num': 5, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NNP,'}, {'id': 1479938, 'book_id': 'jhn', 'chapter': '15', 'verse': '7', 'word_num': 6, 'word': 'ῥήματά', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,NNP,'}]","τὰ ῥήματά",2,0,"[{'id': 1266919, 'book_id': 'jhn', 'chapter': '15', 'verse': '7', 'word_num': 8, 'word': 'words', 'occurrence': 1}]","words",1,"τὰ ῥήματά = words",0.031746031746031744,0,0
"499011","jhn","17","8","4",",1481014,",",1268383,",0,"[{'id': 1481014, 'book_id': 'jhn', 'chapter': '17', 'verse': '8', 'word_num': 2, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1268383, 'book_id': 'jhn', 'chapter': '17', 'verse': '8', 'word_num': 6, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"502649","act","2","14","28",",1484884,",",1273347,",0,"[{'id': 1484884, 'book_id': 'act', 'chapter': '2', 'verse': '14', 'word_num': 28, 'word': 'ῥήματά', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματά",1,0,"[{'id': 1273347, 'book_id': 'act', 'chapter': '2', 'verse': '14', 'word_num': 35, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματά = words",0.015873015873015872,0,0
"504724","act","5","20","12",",1487030,",",1276086,",0,"[{'id': 1487030, 'book_id': 'act', 'chapter': '5', 'verse': '20', 'word_num': 11, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1276086, 'book_id': 'act', 'chapter': '5', 'verse': '20', 'word_num': 13, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"504936","act","5","32","5",",1487255,",",1276361,",0,"[{'id': 1487255, 'book_id': 'act', 'chapter': '5', 'verse': '32', 'word_num': 5, 'word': 'ῥημάτων', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,GNP,'}]","ῥημάτων",1,0,"[{'id': 1276361, 'book_id': 'act', 'chapter': '5', 'verse': '32', 'word_num': 5, 'word': 'things', 'occurrence': 1}]","things",1,"ῥημάτων = things",0.015873015873015872,0,0
"505329","act","6","11","8",",1487648,",",1276908,",0,"[{'id': 1487648, 'book_id': 'act', 'chapter': '6', 'verse': '11', 'word_num': 8, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1276908, 'book_id': 'act', 'chapter': '6', 'verse': '11', 'word_num': 12, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"505363","act","6","13","9",",1487685,",",1276948,",0,"[{'id': 1487685, 'book_id': 'act', 'chapter': '6', 'verse': '13', 'word_num': 11, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,0,"[{'id': 1276948, 'book_id': 'act', 'chapter': '6', 'verse': '13', 'word_num': 11, 'word': 'words', 'occurrence': 1}]","words",1,"ῥήματα = words",0.20634920634920634,0,0
"508317","act","10","22","31",",1490718,",",1280900,1280901,",0,"[{'id': 1490718, 'book_id': 'act', 'chapter': '10', 'verse': '22', 'word_num': 31, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,1,"[{'id': 1280900, 'book_id': 'act', 'chapter': '10', 'verse': '22', 'word_num': 42, 'word': 'a', 'occurrence': 4}, {'id': 1280901, 'book_id': 'act', 'chapter': '10', 'verse': '22', 'word_num': 43, 'word': 'message', 'occurrence': 1}]","a message",2,"ῥήματα = a message",0.031746031746031744,0,0
"508558","act","10","37","3",",1490969,",",1281243,",0,"[{'id': 1490969, 'book_id': 'act', 'chapter': '10', 'verse': '37', 'word_num': 4, 'word': 'ῥῆμα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANS,'}]","ῥῆμα",1,0,"[{'id': 1281243, 'book_id': 'act', 'chapter': '10', 'verse': '37', 'word_num': 3, 'word': 'message', 'occurrence': 1}]","message",1,"ῥῆμα = message",0.015873015873015872,0,0
"508697","act","10","44","6",",1491110,1491111,",",1281428,",1,"[{'id': 1491110, 'book_id': 'act', 'chapter': '10', 'verse': '44', 'word_num': 4, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANP,'}, {'id': 1491111, 'book_id': 'act', 'chapter': '10', 'verse': '44', 'word_num': 5, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","τὰ ῥήματα",2,0,"[{'id': 1281428, 'book_id': 'act', 'chapter': '10', 'verse': '44', 'word_num': 6, 'word': 'things', 'occurrence': 1}]","things",1,"τὰ ῥήματα = things",0.031746031746031744,0,0
"508981","act","11","14","4",",1491408,",",1281806,1281807,",0,"[{'id': 1491408, 'book_id': 'act', 'chapter': '11', 'verse': '14', 'word_num': 2, 'word': 'ῥήματα', 'occurrence': 1, 'strong': 'G44870', 'lemma': 'ῥῆμα', 'morph': 'Gr,N,,,,,ANP,'}]","ῥήματα",1,1,"[{'id': 1281806, 'book_id': 'act', 'chapter': '11', 'verse': '14', 'word_num': 5, 'word': 'a', 'occurrence': 1}, {'id': 1281807, 'book_id': 'act', 'chapter': '11', 'verse': '14', 'word_num': 6, 'word': 'message', 'occurrence': 1}]","a message",2,"ῥήματα = a message",0.031746031746031744,0,0
