"alignment_key","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong"
71,"mat","1","6","7","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
77,"mat","1","7","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
81,"mat","1","7","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
85,"mat","1","7","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
88,"mat","1","8","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
92,"mat","1","8","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
96,"mat","1","8","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
99,"mat","1","9","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
103,"mat","1","9","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
107,"mat","1","9","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
110,"mat","1","10","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
114,"mat","1","10","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
118,"mat","1","10","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
121,"mat","1","11","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
135,"mat","1","12","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
139,"mat","1","12","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
142,"mat","1","13","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
146,"mat","1","13","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
150,"mat","1","13","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
153,"mat","1","14","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
157,"mat","1","14","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
161,"mat","1","14","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
164,"mat","1","15","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
168,"mat","1","15","5","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
172,"mat","1","15","9","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
175,"mat","1","16","1","ἐγέννησεν",1,0,"became the father",3,0,"ἐγέννησεν = became the father",92.85714285714286,"ἐγέννησεν","γεννάω","G10800"
27858,"luk","1","57","9","ἐγέννησεν",1,0,"she gave birth to",4,0,"ἐγέννησεν = she gave birth to",2.380952380952381,"ἐγέννησεν","γεννάω","G10800"
64052,"act","7","8","7","ἐγέννησεν",1,0,"he became the father",4,0,"ἐγέννησεν = he became the father",2.380952380952381,"ἐγέννησεν","γεννάω","G10800"
64403,"act","7","29","13","ἐγέννησεν",1,0,"he became the father of",5,0,"ἐγέννησεν = he became the father of",2.380952380952381,"ἐγέννησεν","γεννάω","G10800"
335,"mat","1","24","6","ἐποίησεν",1,0,"and did",2,0,"ἐποίησεν = and did",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
5539,"mat","12","3","9","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
6745,"mat","13","26","5","ἐποίησεν",1,0,"produced",1,0,"ἐποίησεν = produced",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
6776,"mat","13","28","3","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ἐποίησεν","ποιέω","G41600"
7296,"mat","13","58","0","ἐποίησεν",1,0,"He did",2,0,"ἐποίησεν = He did",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
9918,"mat","19","4","11","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
10419,"mat","20","5","12","ἐποίησεν",1,0,"and did",2,0,"ἐποίησεν = and did",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
11092,"mat","21","15","11","ἐποίησεν",1,0,"he did",2,0,"ἐποίησεν = he did",7.894736842105263,"ἐποίησεν","ποιέω","G41600"
11389,"mat","21","31","4","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
11676,"mat","22","2","6","ἐποίησεν",1,0,"prepared",1,0,"ἐποίησεν = prepared",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
14454,"mat","26","12","9","ἐποίησεν",1,0,"she did it",3,0,"ἐποίησεν = she did it",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
14472,"mat","26","13","14","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ἐποίησεν","ποιέω","G41600"
15763,"mat","27","23","6","ἐποίησεν",1,0,"has he done",3,0,"ἐποίησεν = has he done",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
17774,"mrk","2","25","7","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
18042,"mrk","3","14","0","καὶ ἐποίησεν",2,0,"He appointed",2,0,"καὶ ἐποίησεν = He appointed",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
18065,"mrk","3","16","1","ἐποίησεν",1,0,"he appointed",2,0,"ἐποίησεν = he appointed",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
19302,"mrk","5","20","10","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
19991,"mrk","6","21","5","ἐποίησεν",1,0,"prepared",1,0,"ἐποίησεν = prepared",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
22596,"mrk","10","6","4","ἐποίησεν",1,0,"God made",2,0,"ἐποίησεν = God made",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
25283,"mrk","14","8","0","ἐποίησεν",1,0,"She has done",3,0,"ἐποίησεν = She has done",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
25305,"mrk","14","9","13","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ἐποίησεν","ποιέω","G41600"
26424,"mrk","15","14","5","ἐποίησεν",1,0,"has he done",3,0,"ἐποίησεν = has he done",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
27794,"luk","1","51","0","ἐποίησεν",1,0,"He has done",3,0,"ἐποίησεν = He has done",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
28013,"luk","1","68","8","ἐποίησεν",1,0,"has accomplished",2,0,"ἐποίησεν = has accomplished",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
29328,"luk","3","19","20","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
30739,"luk","5","29","2","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
30991,"luk","6","3","11","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
31134,"luk","6","10","11","ἐποίησεν",1,0,"did so",2,0,"ἐποίησεν = did so",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
32865,"luk","8","8","9","ἐποίησεν",1,0,"it produced",2,0,"ἐποίησεν = it produced",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
33514,"luk","8","39","8","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ἐποίησεν","ποιέω","G41600"
33516,"luk","8","39","10","ἐποίησεν",1,0,"you",1,0,"ἐποίησεν = you",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
33526,"luk","8","39","20","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
36401,"luk","11","40","7","ἐποίησεν",1,0,"make",1,0,"ἐποίησεν = make",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
39619,"luk","16","8","8","ἐποίησεν",1,0,"he had acted",3,0,"ἐποίησεν = he had acted",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
40209,"luk","17","9","8","ἐποίησεν",1,0,"he did",2,0,"ἐποίησεν = he did",7.894736842105263,"ἐποίησεν","ποιέω","G41600"
41549,"luk","19","18","8","ἐποίησεν",1,0,"has made",2,0,"ἐποίησεν = has made",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
44681,"luk","23","22","9","ἐποίησεν",1,0,"has",1,0,"ἐποίησεν = has",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
44683,"luk","23","22","11","ἐποίησεν",1,0,"done",1,0,"ἐποίησεν = done",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
46911,"jhn","2","11","4","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
48443,"jhn","4","45","12","ἐποίησεν",1,0,"he had done",3,0,"ἐποίησεν = he had done",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
48464,"jhn","4","46","7","ἐποίησεν",1,0,"he had made",3,0,"ἐποίησεν = he had made",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
48603,"jhn","4","54","1","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
49551,"jhn","6","14","8","ἐποίησεν",1,0,"he did",2,0,"ἐποίησεν = he did",7.894736842105263,"ἐποίησεν","ποιέω","G41600"
50972,"jhn","7","31","21","ἐποίησεν",1,0,"has done",2,0,"ἐποίησεν = has done",6.578947368421052,"ἐποίησεν","ποιέω","G41600"
51802,"jhn","8","40","17","ἐποίησεν",1,0,"do",1,0,"ἐποίησεν = do",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
52218,"jhn","9","6","5","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
52297,"jhn","9","11","6","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
52337,"jhn","9","14","4","ἐποίησεν",1,0,"when",1,0,"ἐποίησεν = when",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
52339,"jhn","9","14","6","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
53437,"jhn","10","41","8","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
54110,"jhn","11","45","11","ἐποίησεν",1,0,"Jesus did",2,0,"ἐποίησεν = Jesus did",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
54127,"jhn","11","46","13","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
56714,"jhn","15","24","9","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
58674,"jhn","19","7","14","ἑαυτὸν ἐποίησεν",2,0,"he claimed to be",4,0,"ἑαυτὸν ἐποίησεν = he claimed to be",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
59852,"jhn","20","30","3","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
60389,"jhn","21","25","7","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
61259,"act","2","22","20","ἐποίησεν",1,0,"did",1,0,"ἐποίησεν = did",14.473684210526317,"ἐποίησεν","ποιέω","G41600"
61496,"act","2","36","9","ἐποίησεν",1,0,"has made",2,0,"ἐποίησεν = has made",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
64316,"act","7","24","6","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
64822,"act","7","50","4","ἐποίησεν",1,0,"make",1,0,"ἐποίησεν = make",2.631578947368421,"ἐποίησεν","ποιέω","G41600"
65881,"act","9","13","12","ἐποίησεν",1,0,"he has done",3,0,"ἐποίησεν = he has done",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
67090,"act","10","39","4","ἐποίησεν",1,0,"he did",2,0,"ἐποίησεν = he did",7.894736842105263,"ἐποίησεν","ποιέω","G41600"
67917,"act","12","8","12","ἐποίησεν",1,0,"he did",2,0,"ἐποίησεν = he did",7.894736842105263,"ἐποίησεν","ποιέω","G41600"
69331,"act","14","11","6","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
69417,"act","14","15","23","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
69614,"act","14","27","9","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
69723,"act","15","4","17","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
69864,"act","15","12","16","ἐποίησεν",1,0,"had worked",2,0,"ἐποίησεν = had worked",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
73818,"act","21","19","6","ἐποίησεν",1,0,"had done",2,0,"ἐποίησεν = had done",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
93168,"2co","5","21","5","ἐποίησεν",1,0,"he made",2,0,"ἐποίησεν = he made",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
99004,"eph","3","11","5","ἐποίησεν",1,0,"he accomplished",2,0,"ἐποίησεν = he accomplished",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
109640,"heb","1","2","14","ἐποίησεν",1,0,"he",1,0,"ἐποίησεν = he",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
109642,"heb","1","2","16","ἐποίησεν",1,0,"made",1,0,"ἐποίησεν = made",10.526315789473683,"ἐποίησεν","ποιέω","G41600"
111616,"heb","7","27","21","ἐποίησεν",1,0,"he did",2,0,"ἐποίησεν = he did",7.894736842105263,"ἐποίησεν","ποιέω","G41600"
116699,"1pe","2","22","1","ἐποίησεν",1,0,"committed",1,0,"ἐποίησεν = committed",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
121477,"rev","1","6","0","καὶ ἐποίησεν",2,0,"he has made",3,0,"καὶ ἐποίησεν = he has made",1.3157894736842104,"ἐποίησεν","ποιέω","G41600"
2030,"mat","5","36","7","ποιῆσαι",1,0,"make",1,0,"ποιῆσαι = make",4.081632653061225,"ποιῆσαι","ποιέω","G41600"
4245,"mat","9","28","14","ποιῆσαι",1,0,"do",1,0,"ποιῆσαι = do",6.122448979591836,"ποιῆσαι","ποιέω","G41600"
10560,"mat","20","15","5","ποιῆσαι",1,0,"to do",2,0,"ποιῆσαι = to do",28.57142857142857,"ποιῆσαι","ποιέω","G41600"
12436,"mat","23","15","13","ποιῆσαι",1,0,"to make",2,0,"ποιῆσαι = to make",12.244897959183673,"ποιῆσαι","ποιέω","G41600"
12582,"mat","23","23","27","ποιῆσαι",1,0,"to have done",3,0,"ποιῆσαι = to have done",2.0408163265306123,"ποιῆσαι","ποιέω","G41600"
19753,"mrk","6","5","2","ποιῆσαι",1,0,"to do",2,0,"ποιῆσαι = to do",28.57142857142857,"ποιῆσαι","ποιέω","G41600"
20754,"mrk","7","12","4","ποιῆσαι",1,0,"to do",2,0,"ποιῆσαι = to do",28.57142857142857,"ποιῆσαι","ποιέω","G41600"
25274,"mrk","14","7","12","ποιῆσαι",1,0,"do",1,0,"ποιῆσαι = do",6.122448979591836,"ποιῆσαι","ποιέω","G41600"
26433,"mrk","15","15","2","ποιῆσαι",1,0,"to do",2,0,"ποιῆσαι = to do",28.57142857142857,"ποιῆσαι","ποιέω","G41600"
28051,"luk","1","72","0","ποιῆσαι",1,0,"to show",2,0,"ποιῆσαι = to show",2.0408163265306123,"ποιῆσαι","ποιέω","G41600"
28586,"luk","2","27","18","τοῦ ποιῆσαι αὐτοὺς",3,0,"to do",2,0,"τοῦ ποιῆσαι αὐτοὺς = to do",2.0408163265306123,"ποιῆσαι","ποιέω","G41600"
30835,"luk","5","34","6","ποιῆσαι",1,0,"make",1,0,"ποιῆσαι = make",4.081632653061225,"ποιῆσαι","ποιέω","G41600"
